"n","d","i","fdr","tpr","fpr","shd","pred_size","F1_score","fdr_und","tpr_und","fpr_und","shd_und","pred_size.1","F1_score_und"
1000,5,0,0.2,0.8,0.2,1,5,0.8,0,1,0,0,5,1
1000,5,1,0.2,0.8,0.2,1,5,0.8,0,1,0,0,5,1
1000,5,2,0,1,0,0,5,1,0,1,0,0,5,1
1000,5,3,0.4,0.6,0.4,2,5,0.6,0,1,0,0,5,1
1000,5,4,0.2,0.8,0.2,1,5,0.8,0,1,0,0,5,1
1000,5,5,0.2,0.8,0.2,1,5,0.8,0,1,0,0,5,1
1000,5,6,0,1,0,0,5,1,0,1,0,0,5,1
1000,5,7,0.333333333333333,0.8,0.4,2,6,0.727272727272727,0.166666666666667,1,0.2,1,6,0.909090909090909
1000,5,8,0.2,0.8,0.2,1,5,0.8,0,1,0,0,5,1
1000,5,9,0.2,0.8,0.2,1,5,0.8,0,1,0,0,5,1
1000,10,0,0.333333333333333,0.8,0.114285714285714,4,12,0.727272727272727,0.166666666666667,1,0.0571428571428571,2,12,0.909090909090909
1000,10,1,0.416666666666667,0.7,0.142857142857143,5,12,0.636363636363636,0.166666666666667,1,0.0571428571428571,2,12,0.909090909090909
1000,10,2,0.538461538461538,0.6,0.2,7,13,0.521739130434783,0.230769230769231,1,0.0857142857142857,3,13,0.869565217391304
1000,10,3,0.571428571428571,0.6,0.228571428571429,8,14,0.5,0.285714285714286,1,0.114285714285714,4,14,0.833333333333333
1000,10,4,0.333333333333333,0.8,0.114285714285714,4,12,0.727272727272727,0.166666666666667,1,0.0571428571428571,2,12,0.909090909090909
1000,10,5,0.25,0.9,0.0857142857142857,3,12,0.818181818181818,0.166666666666667,1,0.0571428571428571,2,12,0.909090909090909
1000,10,6,0.272727272727273,0.8,0.0857142857142857,3,11,0.761904761904762,0.0909090909090909,1,0.0285714285714286,1,11,0.952380952380952
1000,10,7,0.333333333333333,0.8,0.114285714285714,4,12,0.727272727272727,0.166666666666667,1,0.0571428571428571,2,12,0.909090909090909
1000,10,8,0.416666666666667,0.7,0.142857142857143,5,12,0.636363636363636,0.166666666666667,1,0.0571428571428571,2,12,0.909090909090909
1000,10,9,0.181818181818182,0.9,0.0571428571428571,2,11,0.857142857142857,0.0909090909090909,1,0.0285714285714286,1,11,0.952380952380952
1000,20,0,0.272727272727273,0.8,0.0352941176470588,6,22,0.761904761904762,0.0909090909090909,1,0.0117647058823529,2,22,0.952380952380952
1000,20,1,0.735294117647059,0.45,0.147058823529412,25,34,0.238235294117647,0.411764705882353,1,0.0823529411764706,14,34,0.740740740740741
1000,20,2,0.434782608695652,0.65,0.0588235294117647,10,23,0.604651162790698,0.130434782608696,1,0.0176470588235294,3,23,0.930232558139535
1000,20,3,0.217391304347826,0.9,0.0294117647058824,5,23,0.837209302325581,0.130434782608696,1,0.0176470588235294,3,23,0.930232558139535
1000,20,4,0.363636363636364,0.7,0.0470588235294118,8,22,0.666666666666667,0.0909090909090909,1,0.0117647058823529,2,22,0.952380952380952
1000,20,5,0.272727272727273,0.8,0.0352941176470588,6,22,0.761904761904762,0.0909090909090909,1,0.0117647058823529,2,22,0.952380952380952
1000,20,6,0.272727272727273,0.8,0.0352941176470588,6,22,0.761904761904762,0.0909090909090909,1,0.0117647058823529,2,22,0.952380952380952
1000,20,7,0.272727272727273,0.8,0.0352941176470588,6,22,0.761904761904762,0.0909090909090909,1,0.0117647058823529,2,22,0.952380952380952
1000,20,8,0.304347826086957,0.8,0.0411764705882353,7,23,0.744186046511628,0.130434782608696,1,0.0176470588235294,3,23,0.930232558139535
1000,20,9,0.333333333333333,0.8,0.0470588235294118,8,24,0.727272727272727,0.166666666666667,1,0.0235294117647059,4,24,0.909090909090909
1000,40,0,0.297872340425532,0.825,0.0189189189189189,14,47,0.758620689655172,0.148936170212766,1,0.00945945945945946,7,47,0.919540229885058
1000,40,1,0.354166666666667,0.775,0.022972972972973,17,48,0.704545454545454,0.166666666666667,1,0.0108108108108108,8,48,0.909090909090909
1000,40,2,0.442307692307692,0.725,0.0310810810810811,23,52,0.630434782608696,0.230769230769231,1,0.0162162162162162,12,52,0.869565217391304
1000,40,3,0.44,0.7,0.0297297297297297,23,50,0.622222222222222,0.22,0.975,0.0148648648648649,12,50,0.866666666666667
1000,40,4,0.53448275862069,0.675,0.0418918918918919,31,58,0.551020408163265,0.310344827586207,1,0.0243243243243243,18,58,0.816326530612245
1000,40,5,0.428571428571429,0.8,0.0324324324324324,24,56,0.666666666666667,0.285714285714286,1,0.0216216216216216,16,56,0.833333333333333
1000,40,6,0.471698113207547,0.7,0.0337837837837838,25,53,0.602150537634409,0.245283018867925,1,0.0175675675675676,13,53,0.860215053763441
1000,40,7,0.436363636363636,0.775,0.0324324324324324,24,55,0.652631578947368,0.272727272727273,1,0.0202702702702703,15,55,0.842105263157895
1000,40,8,0.42,0.725,0.0283783783783784,21,50,0.644444444444444,0.2,1,0.0135135135135135,10,50,0.888888888888889
1000,40,9,0.470588235294118,0.675,0.0324324324324324,24,51,0.593406593406593,0.215686274509804,1,0.0148648648648649,11,51,0.879120879120879
