"n","s0","i","fdr","tpr","fpr","shd","pred_size","F1_score","fdr_und","tpr_und","fpr_und","shd_und","pred_size.1","F1_score_und"
1000,10,0,0.5,0.7,0.0388888888888889,7,14,0.583333333333333,0.285714285714286,1,0.0222222222222222,4,14,0.833333333333333
1000,10,1,0.363636363636364,0.7,0.0222222222222222,4,11,0.666666666666667,0.0909090909090909,1,0.00555555555555556,1,11,0.952380952380952
1000,10,2,0.333333333333333,0.8,0.0222222222222222,4,12,0.727272727272727,0.166666666666667,1,0.0111111111111111,2,12,0.909090909090909
1000,10,3,0.363636363636364,0.7,0.0222222222222222,4,11,0.666666666666667,0.0909090909090909,1,0.00555555555555556,1,11,0.952380952380952
1000,10,4,0.461538461538462,0.7,0.0333333333333333,6,13,0.608695652173913,0.230769230769231,1,0.0166666666666667,3,13,0.869565217391304
1000,10,5,0.461538461538462,0.7,0.0333333333333333,6,13,0.608695652173913,0.230769230769231,1,0.0166666666666667,3,13,0.869565217391304
1000,10,6,0.363636363636364,0.7,0.0222222222222222,4,11,0.666666666666667,0.0909090909090909,1,0.00555555555555556,1,11,0.952380952380952
1000,10,7,0.461538461538462,0.7,0.0333333333333333,6,13,0.608695652173913,0.230769230769231,1,0.0166666666666667,3,13,0.869565217391304
1000,10,8,0.363636363636364,0.7,0.0222222222222222,4,11,0.666666666666667,0.0909090909090909,1,0.00555555555555556,1,11,0.952380952380952
1000,10,9,0.538461538461538,0.6,0.0388888888888889,7,13,0.521739130434783,0.230769230769231,1,0.0166666666666667,3,13,0.869565217391304
1000,20,0,0.272727272727273,0.8,0.0352941176470588,6,22,0.761904761904762,0.0909090909090909,1,0.0117647058823529,2,22,0.952380952380952
1000,20,1,0.735294117647059,0.45,0.147058823529412,25,34,0.238235294117647,0.411764705882353,1,0.0823529411764706,14,34,0.740740740740741
1000,20,2,0.434782608695652,0.65,0.0588235294117647,10,23,0.604651162790698,0.130434782608696,1,0.0176470588235294,3,23,0.930232558139535
1000,20,3,0.217391304347826,0.9,0.0294117647058824,5,23,0.837209302325581,0.130434782608696,1,0.0176470588235294,3,23,0.930232558139535
1000,20,4,0.363636363636364,0.7,0.0470588235294118,8,22,0.666666666666667,0.0909090909090909,1,0.0117647058823529,2,22,0.952380952380952
1000,20,5,0.272727272727273,0.8,0.0352941176470588,6,22,0.761904761904762,0.0909090909090909,1,0.0117647058823529,2,22,0.952380952380952
1000,20,6,0.272727272727273,0.8,0.0352941176470588,6,22,0.761904761904762,0.0909090909090909,1,0.0117647058823529,2,22,0.952380952380952
1000,20,7,0.272727272727273,0.8,0.0352941176470588,6,22,0.761904761904762,0.0909090909090909,1,0.0117647058823529,2,22,0.952380952380952
1000,20,8,0.304347826086957,0.8,0.0411764705882353,7,23,0.744186046511628,0.130434782608696,1,0.0176470588235294,3,23,0.930232558139535
1000,20,9,0.333333333333333,0.8,0.0470588235294118,8,24,0.727272727272727,0.166666666666667,1,0.0235294117647059,4,24,0.909090909090909
1000,40,0,0.752808988764045,0.55,0.446666666666667,72,89,0.271910112359551,0.606741573033708,0.875,0.36,59,89,0.542635658914729
1000,40,1,0.810526315789474,0.45,0.513333333333333,83,95,0.170526315789474,0.642105263157895,0.85,0.406666666666667,67,95,0.503703703703704
1000,40,2,0.475409836065574,0.8,0.193333333333333,29,61,0.633663366336634,0.344262295081967,1,0.14,21,61,0.792079207920792
1000,40,3,0.392857142857143,0.85,0.146666666666667,22,56,0.708333333333333,0.285714285714286,1,0.106666666666667,16,56,0.833333333333333
1000,40,4,0.413793103448276,0.85,0.16,24,58,0.693877551020408,0.310344827586207,1,0.12,18,58,0.816326530612245
1000,40,5,0.781609195402299,0.475,0.453333333333333,71,87,0.207471264367816,0.574712643678161,0.925,0.333333333333333,53,87,0.582677165354331
1000,40,6,0.842696629213483,0.35,0.5,84,89,0.110112359550562,0.651685393258427,0.775,0.386666666666667,67,89,0.48062015503876
1000,40,7,0.84375,0.375,0.54,90,96,0.1171875,0.677083333333333,0.775,0.433333333333333,74,96,0.455882352941176
1000,40,8,0.797752808988764,0.45,0.473333333333333,78,89,0.182022471910112,0.629213483146067,0.825,0.373333333333333,63,89,0.511627906976744
1000,40,9,0.516666666666667,0.725,0.206666666666667,33,60,0.58,0.366666666666667,0.95,0.146666666666667,24,60,0.76
