"n","k","i","fdr","tpr","fpr","shd","pred_size","F1_score","fdr_und","tpr_und","fpr_und","shd_und","pred_size.1","F1_score_und"
1000,0,0,0.315789473684211,0.65,0.0352941176470588,7,19,0.666666666666667,0,0.95,0,1,19,0.974358974358974
1000,0,1,0.315789473684211,0.65,0.0352941176470588,7,19,0.666666666666667,0,0.95,0,1,19,0.974358974358974
1000,0,2,0.315789473684211,0.65,0.0352941176470588,7,19,0.666666666666667,0,0.95,0,1,19,0.974358974358974
1000,0,3,0.368421052631579,0.6,0.0411764705882353,9,19,0.615384615384615,0.0526315789473684,0.9,0.00588235294117647,3,19,0.923076923076923
1000,0,4,0.368421052631579,0.6,0.0411764705882353,9,19,0.615384615384615,0.0526315789473684,0.9,0.00588235294117647,3,19,0.923076923076923
1000,0,5,0.368421052631579,0.6,0.0411764705882353,9,19,0.615384615384615,0.0526315789473684,0.9,0.00588235294117647,3,19,0.923076923076923
1000,0,6,0.315789473684211,0.65,0.0352941176470588,7,19,0.666666666666667,0,0.95,0,1,19,0.974358974358974
1000,0,7,0.380952380952381,0.65,0.0470588235294118,9,21,0.634146341463415,0.0952380952380952,0.95,0.0117647058823529,3,21,0.926829268292683
1000,0,8,0.315789473684211,0.65,0.0352941176470588,7,19,0.666666666666667,0,0.95,0,1,19,0.974358974358974
1000,0,9,0.315789473684211,0.65,0.0352941176470588,7,19,0.666666666666667,0,0.95,0,1,19,0.974358974358974
1000,2,0,0.35,0.65,0.0411764705882353,8,20,0.65,0.05,0.95,0.00588235294117647,2,20,0.95
1000,2,1,0.35,0.65,0.0411764705882353,8,20,0.65,0.05,0.95,0.00588235294117647,2,20,0.95
1000,2,2,0.368421052631579,0.6,0.0411764705882353,9,19,0.615384615384615,0.0526315789473684,0.9,0.00588235294117647,3,19,0.923076923076923
1000,2,3,0.35,0.65,0.0411764705882353,8,20,0.65,0.05,0.95,0.00588235294117647,2,20,0.95
1000,2,4,0.4,0.6,0.0470588235294118,9,20,0.6,0.05,0.95,0.00588235294117647,2,20,0.95
1000,2,5,0.315789473684211,0.65,0.0352941176470588,7,19,0.666666666666667,0,0.95,0,1,19,0.974358974358974
1000,2,6,0.315789473684211,0.65,0.0352941176470588,7,19,0.666666666666667,0,0.95,0,1,19,0.974358974358974
1000,2,7,0.333333333333333,0.6,0.0352941176470588,8,18,0.631578947368421,0,0.9,0,2,18,0.947368421052632
1000,2,8,0.35,0.65,0.0411764705882353,8,20,0.65,0.05,0.95,0.00588235294117647,2,20,0.95
1000,2,9,0.315789473684211,0.65,0.0352941176470588,8,19,0.666666666666667,0.0526315789473684,0.9,0.00588235294117647,3,19,0.923076923076923
1000,4,0,0.25,0.75,0.0294117647058824,5,20,0.75,0,1,0,0,20,1
1000,4,1,0.285714285714286,0.75,0.0352941176470588,6,21,0.731707317073171,0.0476190476190476,1,0.00588235294117647,1,21,0.975609756097561
1000,4,2,0.25,0.75,0.0294117647058824,5,20,0.75,0,1,0,0,20,1
1000,4,3,0.285714285714286,0.75,0.0352941176470588,6,21,0.731707317073171,0.0476190476190476,1,0.00588235294117647,1,21,0.975609756097561
1000,4,4,0.25,0.75,0.0294117647058824,5,20,0.75,0,1,0,0,20,1
1000,4,5,0.285714285714286,0.75,0.0352941176470588,6,21,0.731707317073171,0.0476190476190476,1,0.00588235294117647,1,21,0.975609756097561
1000,4,6,0.210526315789474,0.75,0.0235294117647059,5,19,0.769230769230769,0,0.95,0,1,19,0.974358974358974
1000,4,7,0.25,0.75,0.0294117647058824,5,20,0.75,0,1,0,0,20,1
1000,4,8,0.347826086956522,0.75,0.0470588235294118,8,23,0.697674418604651,0.130434782608696,1,0.0176470588235294,3,23,0.930232558139535
1000,4,9,0.3,0.7,0.0352941176470588,7,20,0.7,0.05,0.95,0.00588235294117647,2,20,0.95
1000,10,0,0.318181818181818,0.75,0.0411764705882353,8,22,0.714285714285714,0.136363636363636,0.95,0.0176470588235294,4,22,0.904761904761905
1000,10,1,0.25,0.75,0.0294117647058824,6,20,0.75,0.05,0.95,0.00588235294117647,2,20,0.95
1000,10,2,0.3,0.7,0.0352941176470588,8,20,0.7,0.1,0.9,0.0117647058823529,4,20,0.9
1000,10,3,0.3,0.7,0.0352941176470588,7,20,0.7,0.05,0.95,0.00588235294117647,2,20,0.95
1000,10,4,0.263157894736842,0.7,0.0294117647058824,7,19,0.717948717948718,0.0526315789473684,0.9,0.00588235294117647,3,19,0.923076923076923
1000,10,5,0.222222222222222,0.7,0.0235294117647059,6,18,0.736842105263158,0,0.9,0,2,18,0.947368421052632
1000,10,6,0.210526315789474,0.75,0.0235294117647059,5,19,0.769230769230769,0,0.95,0,1,19,0.974358974358974
1000,10,7,0.238095238095238,0.8,0.0294117647058824,5,21,0.780487804878049,0.0476190476190476,1,0.00588235294117647,1,21,0.975609756097561
1000,10,8,0.25,0.75,0.0294117647058824,6,20,0.75,0.05,0.95,0.00588235294117647,2,20,0.95
1000,10,9,0.25,0.75,0.0294117647058824,6,20,0.75,0.05,0.95,0.00588235294117647,2,20,0.95
