-2.660858030577682720e-02,1.000000000000000000e+00,-1.806077935265985923e+00,1.031921673300951525e+00,-1.212605796091793670e-01
-1.342197724725994634e+00,1.000000000000000000e+00,-3.492399599797804122e-01,-1.408279804058326867e+00,2.065907618972962212e-01
-2.690556852122917952e+00,1.000000000000000000e+00,6.558935068933147150e-01,2.561338369945280746e+00,-1.405557422348898022e+00
2.292370162514957066e+00,0.000000000000000000e+00,1.863299868877515086e+00,-1.705355108572043754e+00,7.047374539960391537e-01
-1.064796927531898585e-01,0.000000000000000000e+00,-8.833118310118670546e-02,1.073897068620346257e-01,-6.173494437343051561e-02
-3.748327170115035578e-01,1.000000000000000000e+00,-3.636622690928484336e-02,1.300605834007573902e+00,-1.178234649723199495e-01
3.926139658686239375e+00,0.000000000000000000e+00,-1.402816044133684104e+00,-2.475234417596337000e+00,2.886272812993032399e+00
-3.071939227640547720e-01,1.000000000000000000e+00,4.264433783164225944e-01,-3.478239847696034115e-01,8.393853177023695711e-01
3.413426862895704073e+00,0.000000000000000000e+00,1.579417224962282873e-01,-3.051620680382921780e+00,1.775360196756787357e+00
-1.455624831397023256e-01,1.000000000000000000e+00,-9.180190826689216266e-01,4.045356766231242851e-01,1.257696044852618378e-01
-3.580906130727723458e-02,0.000000000000000000e+00,1.439730866935817977e+00,-1.225464692191360339e+00,3.920187956089032921e-01
8.461627488451959334e-01,0.000000000000000000e+00,-8.084005110316229148e-01,-1.303449966238239943e+00,1.379342208996894747e+00
-4.805225568237811995e-01,1.000000000000000000e+00,-1.655634356982532696e+00,2.789385659187800126e+00,-6.555476461499095686e-01
-1.055419160574870840e+00,1.000000000000000000e+00,1.314077873435503419e+00,1.846932753517283476e+00,-1.166425861071884063e+00
3.651586023383194046e+00,0.000000000000000000e+00,2.152951089777821736e-01,-5.865613961133424592e-01,1.248868624543181038e+00
1.193235918807202367e+00,0.000000000000000000e+00,5.542235965780126783e-01,-2.549895470567800526e+00,1.494410246777060580e+00
2.135001655935698239e-01,1.000000000000000000e+00,-6.618577647723877799e-01,5.978059812372729098e-01,-9.257428502245963753e-02
-2.832457664051379886e-02,1.000000000000000000e+00,1.321402084811779565e+00,7.170227232812094176e-01,-6.383786963376618662e-01
4.780678864602152522e+00,0.000000000000000000e+00,-3.433820188121803896e-01,-2.851062859960479479e+00,2.605765021065197917e+00
