-1.956451149873296158e+00,1.000000000000000000e+00,1.232412964528108029e-01,2.190670712150160959e+00,-1.280081183273930945e+00
-4.671308124348205748e-01,0.000000000000000000e+00,-3.553019472780852839e-01,-1.204960543788311744e+00,1.653620127731639355e+00
1.941518931916954127e+00,0.000000000000000000e+00,6.876600860901821433e-01,-1.828475278881074750e+00,1.226371924751626485e+00
-3.172572995588182287e+00,1.000000000000000000e+00,-9.062023802759322511e-02,3.106224016553009726e+00,-1.676162055837441489e+00
-2.043209531247451416e+00,1.000000000000000000e+00,-3.310083572867811852e-01,1.121469914704602111e+00,-3.167282274212072091e-01
-3.603267837809728036e+00,1.000000000000000000e+00,5.925447986801486017e-02,1.947131570343032747e+00,-1.814567292892689032e+00
4.831388296517059033e-01,0.000000000000000000e+00,4.064144038030565453e-01,3.742841941655161708e-01,-2.397486553258847408e-01
5.183593610873458157e-01,0.000000000000000000e+00,5.221506943736621276e-01,6.943719566973773905e-01,6.611159115474296577e-02
1.694487894552176632e+00,0.000000000000000000e+00,2.510159119565083530e-01,-1.777551912057329098e+00,1.412297435309042282e+00
1.148097242491519676e+00,0.000000000000000000e+00,-2.117983165372601395e-01,-1.545908178195002369e+00,1.246131137736022687e+00
-1.256691952438914406e+00,1.000000000000000000e+00,-1.316374268424064242e+00,4.062352005470908356e-01,-6.769288348756337115e-01
-8.780592818875798677e-01,0.000000000000000000e+00,4.038490868986137627e-01,5.344347881567143022e-01,-3.109042355935441870e-01
1.016529497563273488e+00,0.000000000000000000e+00,-1.103120050848211964e+00,2.059758048450344159e+00,5.537515744155053765e-01
-2.506204856001936321e+00,1.000000000000000000e+00,-2.652813841703182129e-01,2.352390754153051322e+00,-1.461485398028791183e+00
-2.492867371101059326e-01,1.000000000000000000e+00,9.544659049814827600e-01,-7.224806427627123995e-01,3.946730318898557938e-02
1.508101990622479294e+00,0.000000000000000000e+00,-1.426888076913897851e+00,-2.053658442037918919e-01,1.315905493080594457e+00
-1.824093424442973177e+00,1.000000000000000000e+00,-2.151626061557335712e-01,1.289127790206877844e+00,-6.441152851241720434e-01
-3.393168033115465221e+00,1.000000000000000000e+00,3.771987698267624256e-01,3.095087464783194520e+00,-1.950223402749999613e+00
-5.147649755713129549e-02,0.000000000000000000e+00,5.139525711756278703e-01,1.134437106307548460e+00,3.482248849121867273e-01
9.940814951647086728e-02,0.000000000000000000e+00,-1.250135672551266230e+00,1.441493821433709854e+00,-3.926144622377294446e-01
-3.992829933910090112e+00,1.000000000000000000e+00,3.598250147819374578e-01,3.803600204743845303e+00,-1.814275645202459319e+00
1.774322617320629014e+00,0.000000000000000000e+00,-2.326976609471218538e-01,-1.892727271670019862e+00,1.175979544948479560e+00
